<ανά>γνωστος|hard to read
μυλήφατος|écrasé par la meule,
μυλίας|of or for a mill
μυλίτης|molar tooth
μυλακρὶς|millstone
μυλαλγία|toothache
μυλαῖος|qui travaille à la meule,
μυλεργάτης|esclave qui travaille à la meule,
μυλεύς|protecteur des meules (Zeus)
μυληβόρος|millstone-eating
μυλητικὴ|for toothache
μυλιάω|grincer des dents,
μυλικός|for a mill
μυλλαίνω|distort the mouth, make mouths or mock at
μυλλός|sorte de gâteau,
μυλλός1|sorte de gâteau,
μυλλός2|aux lèvres tombantes ou épaisses,
μυλοειδής|qui ressemble à une meule,
μυλοεργής|broyé (travaillé) avec la meule,
μυλοκόπον|acisculus, marculus
μυλοκόπος|millstone-worker
μυλουργός|making millstones
μυλωθρέω|grind
μυλωθρίς|femme qui travaille à une meule, meunière,
μυλωθριαῖος|in the shape of a millstone
μυλωθρικός|de meule ou de moulin,
μυλωθρός|miller
μυλωνάρχης|master of a mill
μυλωνικός|miller
μυλόδους|grinder
μυλόεις|fait en pierres meulières,
μυλόομαι|to be hardened, cicatrized
μυλών|endroit où se trouve la meule, moulin,
μυνάομαι|diverting
μυνδός|muet,
μυννάκια|sorte de chaussures à la Mynnakos,
μυννακόομαι|wear
μυξάζω|to be mucous
μυξέα|tree bearing
μυξοποιός|muqueux, visqueux,
μυξωτῆρες|nostrils
μυξόρροος|morveux,
μυξώδης|qui ressemble à la morve, muqueux, visqueux,
μυξῖνος|sorte de poisson,
μυοδόχος|qui donne asile aux rats,
μυοθήρας|qui fait la chasse aux souris,
μυοθηρατής|mouse-catcher
μυοθηρεύω|catch mice
μυοκτόνος|qui tue les rats,
μυομαχία|combat de rats,
μυοπάρων|vaisseau léger de pirate, brigantin,
μυοσωτίς|myosotis, « oreille de souris »,
μυοτρῶκται|Mouse-eaters
μυουρία|quality of being
μυουρίζω|se terminer en queue de rat,
μυοφόνον|wolf's bane, Aconitum Anthora
μυράκοπον|baume fortifiant,
μυράλειπτρον|box of unguents
μυρέψιον|prepared unguent
μυρίαθλος|mêlé à mille contestations,
μυρίανδρος|qui contient ou peut contenir dix mille hommes,
μυρίζω|oindre de parfums, parfumer,
μυρίκη|tamaris,
μυρίκινος|de tamaris de bruyère,
μυρίνης|sweet wine
μυρίος|numberless, countless, infinite
μυρίς|box for unguents
μυραλοιφέω|parfumer d'huile ou d'essence aromatique,
μυραλοιφή|rubbing with sweet oils
μυραππίδιον|scented pear
μυρεψέω|boil or prepare unguents
μυρεψία|préparation (par la cuisson) d'un parfum, d'une essence,
μυρεψεῖον|unguent-factory
μυρεψητήριον|vase à parfums,
μυρεψικός|qui concerne les parfums, de parfumeur, de parfumerie,
μυρεψός|one who boils and prepares unguents, perfumer
μυρηρός|of sweet oil
μυριάκις|un nombre de fois infini, dix mille fois,
μυριάμφορος|qui porte ou peut porter une cargaison de 10~000~amphores,
μυριάρουρος|having
μυριάρχης|see <lang="grc">μυρίαρχος</grc>
μυριάς|number of
μυριέλικτος|qui s'enroule une infinité de fois,
μυριαγωγέω|porter une cargaison de 10~000~amphores ou autres mesures,
μυριαγωγός|qui porte ou peut porter une cargaison de 10~000~amphores ou autres objets,
μυριακισμυριοστός|th
μυριαστός|ten thousandth
μυριαχοῦ|in ten thousand places or passages
μυριετής|d'un nombre infini d'années,
μυρικίνεος|see <lang="grc">μυρίκινος</grc>
μυρικώδης|like the tamarisk
μυριξ|genesta
μυριογένεσις|the signs which rise with Pisces
μυριομέγας|infinitely great
μυριονταδικός|qui se multiplie par 10~000 :
μυριονταπλασίων|times as great
μυριοπάλαι|depuis un temps infini,
μυριοπλασίων|see <lang="grc">μυριοπλάσιος</grc>
μυριοπληθής|qui se manifeste sous une foule de formes,
μυριοστημόριον|la dix-millième partie,
μυριοστός|dix-millième,
μυριοστύς|ensemble de dix mille,
μυριοταγός|leader of a countless host
μυριοτευχής|avec 10~000~hommes armés ou une multitude de gens armés,
μυριοφόρος|see <lang="grc">μυριαγωγός</grc>
μυριοχαύνη|infinitely affected
μυρισμός|action de parfumer,
μυριστικός|odorant,
μυριωπός|aux yeux innombrables,
μυριόβοιος|with ten thousand oxen
μυριόδοξος|d'un très grand renom,
μυριόδους|aux dents énormes,
μυριόκαρπος|aux fruits innombrables,
μυριόκρανος|aux nombreuses têtes (l'hydre de Lerne),
μυριόλεκτος|redit mille fois,
μυριόμορφος|qui revêt mille formes,
μυριόμοχθος|qui a supporté des fatigues innombrables,
μυριόναυς|aux vaisseaux innombrables,
μυριόνεκρος|où les morts sont innombrables,
μυριόπλεθρος|de dix mille arpents, extrêmement étendu,
μυριόπους|ten-thousand-footed, many-footed
μυριότρητος|percé d'une infinité de trous,
μυριόφθαλμος|with countless eyes
μυριόφιλος|aux amis innombrables,
μυριόφυλλον|mille-feuilles,
μυριόφυλος|d'espèces ou de genres innombrables,
μυριόφωνος|aux mille voix, aux voix innombrables,
μυριώνυμος|aux noms innombrables,
μυρμηδών|ant's nest
μυρμηκάνθρωποι|les hommes-fourmis,
μυρμηκίας|with wart-like lumps upon it
μυρμηκίασις|irritation of the skin
μυρμηκίζω|feel as though ants were running under the finger
μυρμηκιά|ant-hill
μυρμηκιά1|ant-hill
μυρμηκιάω|souffrir de verrues accompagnées de fourmillement,
μυρμηκοειδής|qui ressemble à une fourmi, de la nature des fourmis,
μυρμηκολέων|fourmilion,
μυρμηκοτρώγλη|formicaria
μυρμηκτέττιξ|ant-and-grasshopper
μυρμηκόβιος|living an ant's life
μυρμηκώεις|plein de verrues,
μυρμηκῖτις|having the fossilized impression
μυροβαλάνινος|made of
μυροβαφία|dipping in perfume
μυροβοστρυχόεις|with perfumed locks
μυροβραχής|wet with unguent
μυροεῖον|perfumer's shop
μυροθήκη|boîte à parfums,
μυρομήλινον|sorte de parfum à l'essence de coings,
μυροπισσόκηρος|essence composée d'huile parfumée, de poix et de cire,
μυροποιητής|perfumer
μυροπωλέω|vendre des parfums, des essences,
μυροπωλικός|of a perfumer
μυροπόλος|busy about scented oils
μυροπώλης|marchand de parfums, parfumeur,
μυροστάφυλον|sorte de raisin parfumé,
μυροσταγής|qui distille des parfums,
μυροφεγγής|qui brille en répandant des parfums,
μυροφόρος|bearing unguents
μυρρίς|sorte de plante semblable au myrte,
μυρρίτης|stone of the colour of myrtle-juice
μυρρινάω|long for myrtle-wreaths
μυρρινοῦς|an inhabitant of it
μυρσίνη|see <lang="grc">μυρρίνη</grc>
μυρσίνινος|see <lang="grc">μυρσίνιος</grc>
μυρσεών|murtetum
μυρσινέλαιον|huile de myrte,
μυρσινίτης|wine flavoured with myrtle
μυρσινοειδής|semblable au myrte,
μυρσινών|see <lang="grc">μυρρινών</grc>
μυρσινᾶτον|flavoured with myrtle-juice
μυρτίδανον|a myrtle-like plant
μυρτίνη|sorte d'olivier,
μυρτεών|murtetum
μυρτομιγής|mêlé de baies de myrte,
μυρτοπώλης|seller of myrtle-berries
μυρτωτή|patterned with myrtle-sprays, AJ
μυρτόσπληνον|labia majora pudendorum
μυρτὰς|pear-tree, Pyrus cordata
μυρόεις|parfumé,
μυρόλωτος|scented lotus
μυρόπνοος|qui exhale des parfums, parfumé, embaumé,
μυρόρραντος|arrosé de parfums,
μυρόχριστος|imprégné de parfums,
μυρόχροος|à la peau parfumée,
μυρώδης|like unguent
μυσάρχης|auteur d'infamies,
μυσάττομαι|éprouver de l'horreur ou de l'aversion :
μυσακτέον|one must abominate
μυσαρία|loathsomeness
μυσαρωπός|d'un aspect odieux,
μυσαρός|qui souille, infâme, abominable, impur,
μυσαχνός|polluted, defiled
μυσημίεκτον|half a
μυσιάω|être essoufflé, être rassasié,
μυσκέλενδρα|mouse-dung
μυσπολέω|trotter comme une souris,
μυστάρχης|chief of
μυστήριον|mystery or secret rite
μυστίλη|piece of bread scooped out as a spoon
μυστίπολος|solemnizing mysteries, performing a mystic rite
μυσταγωγέω|initiate
μυσταγωγία|initiation aux mystères,
μυσταγωγός|introducing or initiating into mysteries
μυσταπάγη|mousetrap
μυστηλασία|driving of initiates
μυστηριάζω|initio
μυστηριασμός|initiation
μυστηρικός|see <lang="grc">μύστης</grc>
μυστηριωδία|mysticism
μυστηριώδης|de nature mystérieuse,
μυστηριῶτις|relatif aux mystères,
μυστικός|qui concerne les mystères, mystique, 
μυστιλάομαι|see <lang="grc">μιστυλάομαι</grc>
μυστιπολεύω|célébrer des mystères,
μυστιπόλευτος|solemnized mystically
μυστογράφος|confidential clerk
μυστοδόκος|qui reçoit les initiés,
μυστριοπώλης|marchand de petites cuillers,
μυστροθήκη|spoon-case
μυσφόνον|mousetrap
μυσός|@
μυσόω|pollute
μυσώδης|odieux, exécrable,
μυτακισμός|fondness for the letter
μυττωτεύω|hacher menu ou réduire en bouillie,
μυττωτός|sorte de salmis de gousses d'ail et d'olives noires,
μυττός|dumb
μυχθίζω|souffler par le nez en fermant les lèvres,
μυχθισμός|grondement, murmure,
μυχθώδης|qui gronde ou gémit sourdement,
μυχλός|stallionass
μυχμός|see <lang="grc">μυγμός</grc>
μυχοίτατος|qui est tout au fond,
μυχορήμων|speaking from the depths of the soul
μυχόθεν|du fond,
μυχόνδε|au fond,
μυχόνοος|deep-souled, reserved
μυχόομαι|to be concealed in a nook
μυχόπεδον|the depth of the earth, the abyss
μυχός|partie la plus basse ou la plus profonde,
μυχώδης|qui a des enfoncements, des gouffres,
μυωνιά|a lewd woman
μυωξία|trou de souris,
μυωξός|marmotte,
μυωπάζω|avoir la vue courte, être myope,
μυωπίας|see <lang="grc">μυώψ</grc>
μυωπίασις|see <lang="grc">μυωπία1</grc>
μυωπίζω|piquer de l'éperon, éperonner,
μυωτόν|small arrow-head
μυωτός|musculeux,
μυωτός1|@
μυωτός2|@
μυόβρωτος|devoured by mice
μυότρωτος|blessé à un muscle,
μυόχοδον|mouse-dung
μυόχοδος|mouse-dung
μυόχροος|mouse-coloured
μυόω|rendre musculeux ;
μυώδης|mouse-like
μυών|point d'attache où se réunissent plusieurs muscles,
μυῖα|fly
μυῖα1|fly
μωκάομαι|mimic
μωκίζω|mock
μωκός|mocker
μωκός2|mocker
μωλέω|contend, bring an action at law
μωλυτής|parboiler, simmerer
μωλυτός|émoussé, relâché, affaibli,
μωλωπίζω|meurtrir,
μωλωπικός|meurtri,
μωλύω|boil imperfectly, parboil, scald, simmer
μωμάομαι|blâmer, railler, se moquer de,
μωμηλός|blameworthy
μωμητέον|one must censure
μωμητής|censurer
μωμητικός|enclin à blâmer, à critiquer, à railler,
μωμητός|blâmable,
μωμοσκόπος|inspecteur des victimes destinées au sacrifice,
μωρία|folie,
μωρίζω|to be foolish
μωρίων|fool
μωραίνω|to be silly, foolish, drivel
μωροβλάπτης|pestilent fool
μωροκλέπτης|voleur maladroit ou sot,
μωρολογέω|dire des sottises,
μωρολογία|sottise de celui qui tient un langage insensé,
μωρολόγημα|langage insensé,
μωρονοέω|think foolishly
μωροποιέω|deal foolishly
μωροποιός|qui rend fou,
μωροπόνηρος|sottement méchant,
μωρόλογος|speaking foolishly
μωρόομαι|become dull or sluggish
μωρός|émoussé, hébété,
μωρόσοφος|follement sage ou sagement fou,
