TargetWord	LemmaWord	lsj (Liddell, Scott, Jones)
νιφέμεν	νίζω	wash the hands or feet
νοερῶς	νοερός	intellectual
νοητῶς	νοητός	falling within the province of
νομέας	νομεύς	herdsman
νομαδικῶς	νομαδικός	of or for a herdsman's life, pastoral
νομικῶς	νομικός	relating to laws
νομισματοπωλική	νομισματοπωλικός	of or for a money-changer's trade
νομοδιδάκτης	νομοδιδάσκαλος	teacher of the law
νομοθετικῶς	νομοθετικός	relating to legislation, legislative
νοσήλια	νοσήλιος	of or for sickness
νοσερῶς	νοσερός	of sickness
νοσηλία	νοσήλιος	of or for sickness
νοσηλῶς	νοσηλός	morbid
νοσηματικῶς	νοσηματικός	morbid, diseased
νοσογνωμονική	νοσογνωμονικός	skilled in judging of diseases by their symptoms
νοσσὰς ὄρνις	ὄρνις	ara
νουθετικός	νουθετητικός	monitory, didactic
νουθετικῶς	νουθετητικός	monitory, didactic
νουνεχῶς	νουνεχής	with understanding, sensible, discreet
νοῦς	νόος	mind
νυγματωδῶς	νυγματώδης	punctuated
νυκταλωπία	νυκταλωπιάω	suffer from night-blindness
νυμφαῖον	νυμφαῖος	of or sacred to the Nymphs
νυμφεῖον	νυμφεῖος	bridal, nuptial
νυμφικῶς	νυμφίδιος	bridal
νυμφικῶς	νυμφικός	of the Nymphs
νωΐτερος	νωίτερος	of or from us two
νωθρῶς	νωθρός	heavy
νωθῶς	νωθής	sluggish, slothful
νωλεμέως	νωλεμές	without pause, unceasingly
νωσάμενος	νοέω	Excerpta e libris Herodiani
νόθως	νόθος	bastard, baseborn
νόθως	νοθόω	counterfeit
νόσφιν	νόσφι	aloof, apart, afar, away
νύ	νῦν	now
νύμφα	νύμφη	young wife, bride
νύν	νῦν	now
νύττω	νύσσω	touch with a sharp point, prick, stab, pierce
νώ	ἐγώ	I at least, for my part, indeed, for myself
νώ	νόος	mind
νᾶας	ναῦς	ship
νᾶσος	νῆσος	island
νᾶσσα	νῆττα	duck
νῆ	νάω	flow
νῆ	νέω	swim
νῆ	νέω1	swim
νῆ	νέω3	heap, pile up
νῆαδε	ναῦς	ship
νῆες	ναῦς	ship
νῆσσα	νῆττα	duck
νῆϊς	νάω	flow
νῆϊς	νέω	swim
νῆϊς	νέω1	swim
νῆϊς	νέω3	heap, pile up
νῦ	νῦν	now
νῶσις	νόησις	intelligence, understanding
νῶϊ	ἐγώ	I at least, for my part, indeed, for myself
νῶϊ	νόος	mind
νῶϊ	νάω	flow
νῷν	ἐγώ	I at least, for my part, indeed, for myself
ξένια	ξένιος	belonging to friendship and hospitality, hospitable
ξένως	ξένος1	guest-friend
ξένως	ξένος2	guest-friend
ξένως	ξενόω	make one's friend and guest, entertain
ξέσσα	ξέω	—shave or plane
ξαντική	ξαντικός	of or for wool-carding
ξεινίζω	ξενίζω	receive or entertain as a guest
ξεναγέτας	ξεναγέτης	one who takes charge of guests
ξενοδαΐκτης	ξενοδαίκτης	one who murders guests or strangers
ξενοδοκία	ξενοδοχία	entertainment of a stranger
ξενοδοχέω	ξενοδοκέω	entertain guests or strangers.
ξηρά	ξηρός	dry
ξηραντικῶς	ξηραντικός	causing to dry up
ξηροπυρίτης ἄρτος	ἄρτος	cake or loaf of wheat-bread
ξοΐς	ξοίς	chisel
ξοανοποιΐα	ξοανοποιία	carving of images
ξυλεύομαι	ξυλεύω	cut wood
ξυνάν	ξυνός	common, public, general
ξυνέαξε	συνάγνυμι	break to pieces, shiver
ξυνέηκα	συνίημι	bring or set together
ξυνήϊος	ξυνήιος	common :
ξυνεών	σύνειμι1	sum
ξυνών	σύνειμι1	sum
ξυνῇ	ξυνός	common, public, general
ξυνῇ	σύνειμι1	sum
ξυνῇ	συνίημι	bring or set together
ξυράω	ξυρέω	shave
ξυρέειν	ξυρέω	shave
ξυρεῦνται	ξυρέω	shave
ξυστήριον	ξυστήριος	of or for scraping
ξύνεσις	σύνεσις	uniting, union
ξύνισαν	σύνειμι2	ibo) go or come together, assemble
ξύνισαν	σύνοιδα	know
ξύνισαν	συνίζω	sit together, hold a sitting
ξύσις	ξῦσις	ulceration, erosion
οἰέη	οἴεος	of or from a sheep
οἰήϊον	οἰήιον	rudder, helm
οἰηκίζω	οἰακίζω	steer
οἰκέοισι	οἰκέω	inhabit
οἰκήϊος	οἰκεῖος	in or of the house
οἰκίη	οἰκία	building, house, dwelling
οἰκείω	οἰκεῖος	in or of the house
οἰκείω	οἰκέω	inhabit
οἰκείω	οἰκειόω	make
οἰκειοφώνως	οἰκειόφωνος	by word of mouth :
οἰκηϊεύμενος	οἰκειόω	make
οἰκοδομητική	οἰκοδομητικός	fitted for building
οἰκονομικῶς	οἰκονομικός	practised in the management of a household or family
οἰκτίστως	οἴκτιστος	most pitiable, lamentable
οἰκτρῶς	οἰκτρός	pitiable
οἰκωφελῶς	οἰκωφελής	beneficial to the house
οἰκώς	ἔοικα	to be like, look like
οἰκώς	εἰκός	like truth
οἰνάρεον	οἰνάρεος	of vine leaves or twigs
οἰνογευστική	οἰνογευστικός	of or for winetasting
οἰνοπέδη	οἰνόπεδος	with soil fit to produce wine, abounding in wine
οἰνοποιΐα	οἰνοποιία	wine-making
οἰνοχοϊκός	οἰνοχοικός	of or for an
οἰνόπεδον	οἰνόπεδος	with soil fit to produce wine, abounding in wine
οἰνόσπονδα	οἰνόσπονδος	offered with wine
οἰστικῶς	οἰστικός	productive
οἰστρέω	οἰστράω	sting.
οἰσύϊνος	οἰσύινος	of osier, of wickerwork
οἰχνεύω	οἰχνέω	go, come
οἰχώκεε	οἴχομαι	go or come
οἰωνισμός	οἰώνισμα	omen from the flight or cries of birds
οἰῶ	οἴομαι	forebode, presage
οἴγνυμι	οἴγω	open
οἴεσσιν	ὄις	sheep
οἴη	οἶος	alone, lonely
οἴηξ	οἴαξ	handle of rudder, tiller
οἴκαδις	οἴκαδε	to one's house, home, or country, homewards
οἴκει	οἰκέω	inhabit
οἴνα	οἴνη	the vine
οἴξω	οἴγω	open
οἴχνεσκον	οἰχνέω	go, come
οἴω	οἶος	alone, lonely
οἵ	ἕ	him, her
οἵ	ὅς	this, that
οἵ	ὁ	the, that
οἵως	οἷος	such as, of what sort
οἶδας	οἶδα	"see <span lang=""grc"">Εἴδω</span>"
οἶκα	ἔοικα	to be like, look like
οἶμαι	οἴμη	way of song, song, lay
οἶμαι	οἴομαι	forebode, presage
οἶς	ὄις	sheep
οἶσε	φέρω	bear or carry a load
οὐΐτουλος	οὐίτουλος	vitulus
οὐδέκοτε	οὐδέποτε	and not ever or nor ever, not even ever
οὐδένες	οὐδείς	not one, no one, none
οὐθείς	οὐδείς	not one, no one, none
οὐκ	οὐ	not
οὐκί	οὐ	not
οὐλότριχος	οὐλόθριξ	with crisp, curly hair
οὐράνιον	οὐράνιος	heavenly, dwelling in heaven
οὐρία	οὔριος	with a fair wind
οὐρίζω	ὁρίζω	divide or separate from, as a border
οὐραίη	οὐραῖος	of the tail
οὐρανίζομαι	οὐρανίζω	reach to heaven
οὐρανοποιΐα	οὐρανοποιία	creation of heaven
οὐτάμεν	οὐτάω	wound, hurt, hit
οὐτήσασκε	οὐτάω	wound, hurt, hit
οὐχ	οὐ	not
οὐχί	οὐ	not
οὔθ᾽	οὔτε	and not, neither . . nor
οὔθ᾽	οὔτι	in no wise
οὔθ᾽	οὔτις	no one or nobody
οὔκω	οὔπω	not yet
οὔκων	οὔκουν	certainly not, at any rate . . not
οὔκως	οὔπως	no-how, in no wise, not at all
οὔλη	οὖλος1	whole, entire
οὔλη	οὖλος2	woolly, of thick, fleecy wool
οὔλη	οὖλος3	destructive, baneful, cruel
οὔλως	οὖλος1	whole, entire
οὔλως	οὖλος2	woolly, of thick, fleecy wool
οὔλως	οὖλος3	destructive, baneful, cruel
οὔνομα	ὄνομα	name
οὔπερ	οὐ	not
οὔρινον ᾠόν	ᾠόν	egg
οὔριον ᾠόν	οὔριον	ward, watch
οὔριον ᾠόν	ᾠόν	egg
οὔριον ᾠόν	οὔριος	with a fair wind
οὔριον ᾠόν	οὐρέω	make water
οὕνεκεν	οὕνεκα	on account of which, wherefore
οὕρνις	ὄρνις	ara
οὕτερος	ἕτερος	one or the other of two
οὕτερος	ὄτερος	yatarás
οὕτω	οὕτως	in this way or manner, so, thus
οὖδασδε	οὖδας	surface of the earth, ground
οὖλε	οὖλος3	destructive, baneful, cruel
οὖλε	οὔλω	to be whole or sound
οὖσα	οὖσον	ship's tackle, ropes
οὖσα	εἰμί	to be, to exist
οὖτα	οὐτάω	wound, hurt, hit
πάγκλαυτος	πάγκλαυστος	most lamentable
πάγχαλκος	παγχάλκεος	all-brazen
πάγχρυσος	παγχρύσεος	all-golden, of pure gold
πάθα	πάθη	passive state
πάθα	πάθος	that which happens
πάλι	πάλιν	back, backwards
πάλσαμον	βάλσαμον	balsam-tree, Balsamodendron Opobalsamum
πάλτο	πάλλω	poise, sway
πάμμικτος	παμμιγής	mixed of all sorts, all-blended
πάννυχα	πάννυχος	lasting all the night
πάντοθε	πάντοθεν	from all quarters, from every side
πάξαις	πάσσω	sprinkle
πάρ	παρά	beside
πάρεργον	πάρεργος	beside the main subject, subordinate, incidental
πάρθεσαν	παρατίθημι	place beside
πάρφασις	παράφασις	address, encouragement, consolation
πάρωρα	πάρωρος	out of season, untimely
πάσσος οἶνος	οἶνος	wine
πάσσοφος	πάνσοφος	most clever
πάτραθε	πάτρηθε	from one's native land
πάτρη	φράτρα	brotherhood
πάτρη	πάτρα	fatherland, native land
πάτταλος	πάσσαλος	peg
πάττω	πάσσω	sprinkle
πάττω	πατέομαι	eat
πάχιστος	παχύς	thick, stout
πάϊς	παῖς	child
πέδοικος	μέτοικος	settler from abroad, alien resident in a foreign city, denizen
πέλευ	πέλω	come into existence, become, be
πέλομαι	πέλω	come into existence, become, be
πέμπε	πέντε	five
πέμπε	πέμπω	send
πένηαι	πένομαι	toil, work
πέπαμαι	πάομαι	get, acquire
πέπασμαι	πάσσω	sprinkle
πέπασμαι	πατέομαι	eat
πέπερις	πέπερι	pepper, Piper nigrum
πέπληγα	πλήσσω	struck with terror or amazement
πέπλον	πέπλος	any woven cloth
πέποιθα	πείθω	persuade
πέπομφα	πέμπω	send
πέπον	πέπων	cooked by the sun, ripe
πέποσθε	πάσχω	have something done to one, suffer
πέποσθε	πίνω	drink
πέπρηγα	πράσσω	pass through, pass over; experience; achieve, effect, accomplish; practise
πέπρωται	πόρω	furnish, offer, give
πέπτω	πέσσω	soften, ripen
πέπτωκα	πίπτω	fall down, and (when intentional) cast oneself down
πέρηθεν	πέραθεν	from beyond, from the far side
πέρηθεν	περάω1	drive right through
πέρην	πέραν	on the other side, across
πέρην	πέρα	beyond, further
πέρην	περάω1	drive right through
πέρι	περί	round about, all round
πέρροχος	περίοχος	superior
πέσε	πίπτω	fall down, and (when intentional) cast oneself down
πέταμαι	πέτομαι	fly
πέτηλον	πέτηλος	outspread, stretched
πέτρη	πέτρα	rock
πέφανται	φαίνω	bring to light, cause to appear
πέφανται	θείνω	strike
πέφαται	θείνω	strike
πέφηνα	φαίνω	bring to light, cause to appear
πέφυκα	φύω	bring forth, produce, put forth
πήρη	πήρα	leathern pouch
πήρη	πῆρος	loss of strength, dotage
πίε	πίνω	drink
πίθακος	πίθηκος	ape, monkey
πίθεο	πείθω	persuade
πίθηαι	πείθω	persuade
πίμπλα	πίμπλημι	fill
πίμπλη	πίμπλημι	fill
πίπλημι	πίμπλημι	fill
πίπλω	πίμπλημι	fill
πίπρα	πίμπρημι	burn, burn up
πίσον	πίσος	pease, Pisum sativum
πίσυρες	τέσσαρες	four
πίτνω	πίπτω	fall down, and (when intentional) cast oneself down
πίτνω	πίτνημι	spread out
πίττα	πίσσα	pitch
πίττινος	πίσσινος	of or from pitch, pitched
πίτυσσιν	πίτυς	pine
πα	πη	somewhere, anywhere
παίπαλα	παίπαλον	steeps
παίσδω	παίζω	play like a child, sport
παγά	πηγή	running water
παγίως	παγεύς	pedestal
παγίως	πάγιος	solid
παγίως	παγιόω	make firm or fast
παγείς	πάσσω	sprinkle
παγκάκως	πάγκακος	utterly bad
παγκάλως	πάγκαλος	all or very beautiful, good
παγκοίνως	πάγκοινος	common to all
