<ανά>γνωστος	hard to read
κατευωχέομαι	feast and make merry on
κατευόδωσις	good success
κατεφίσταμαι	rise up against
κατεφθός	boiled
κατεχθραίνω	hate inveterately
κατεχμάζω	hold fast, keep back
κατεῖδον	look down
κατηγορησείω	to be anxious to accuse
κατηγορητέον	one must accuse, lay the blame on
κατηγορητής	accuser
κατηγόρησις	predication
κατηκριβωμένως	precisely
κατημελημένως	negligently
κατημύω	droop
κατητέον	one must follow
κατιάπτω	harm, hurt
κατιδίω	desudasco
κατικμαίνω	moisten, wet
κατιλλαίνω	look askance at
κατιλλώπτω	look askance at, leer at
κατιμονεύω	let down
κατισμός2	@
κατισχνάω	thin
κατισχυρεύομαι	strengthen oneself, be violent
κατιόομαι	become rusty, tarnished
κατοίκια	household goods
κατοίκια2	household goods
κατοίομαι	to be conceited of oneself
κατοδύρομαι	deplore
κατοιδέω	to be swollen
κατοικέσια2	anniversary festival of a colony
κατοικία1	habitation
κατοικικός	assigned to
κατοικιστής	founder of a city
κατοινόομαι	to be drunken
κατοιχνέω	spread over, fill
κατομβρέομαι	to be rained on
κατομβρία	heavy rain
κατομόργνυμι	wipe clean off
κατονίναμαι	enjoy
κατονομαξία	expression
κατονόμαστος	named
κατοπτεία	spying, reconnoitring
κατοπτευτήριος	fit for looking out
κατοπτικὸς	concerning the
κατοπτρῖτις	reflecting
κατορυκτός	deep-buried
κατορυχή	buried treasure
κατορφνάομαι	darken
κατοσφραίνομαι	smell
κατουλωτικός	causing cicatrization
κατοχώδης	resembling catalepsy
κατοχῖτις	with adhesive properties
κατοψοφαγία	ruinous gluttony or luxury
καττυματοποιός	cobbler
κατωβλέπων	down-looker
κατωθέω	push down
κατωμιστής	throwing the rider over the shoulders
κατωρίς	bands or ribbands hanging from
κατωρθωμένως	successfully
κατωρύομαι	howl much
κατωτέρωθεν	from a greater depth
κατωτίδες	lappets covering the ears
κατωφέρεια	propensity
κατωφερής	hanging down
κατωχάνης	handle or holder of a borer
κατόζω	spread a stink
κατόλλυμι	perish utterly
κατόμβριμος	rainy
κατόπτευσις	observation
κατόχιμος	held in possession
κατώμηλ	hanging from the shoulder
κατώμοτος	sworn in affirmation
κατώτιον	life-boat
κατῆτος	yearly
καυάζοντα	burnt up, parched
καυκαλίας	bird
καυλέω	form a stalk
καυλίζομαι	have a shaft
καυλοκοπία	cutting of stalks
καυλοπώλης	greengrocer
καυλοφορέω	run to stalk
καυματίας	burning hot
καυμός	fever
καυνακοπλόκος	weaver of
καυνιακή	plaster
καυσμένης	cautery
καυσοποιός	causing heat
καυστέον	one must burn
καυτικός	capable of burning
καυχηματικός	boastful
καυχητής	boaster
καυχητιάω	boast aloud
καφουρά	camphor
καφώρη	she fox
καχήμερος	passing an unhappy day
καχεκτεύομαι	to be in a miserable plight
καχεταιρεία	ill company
καχρυδιάζομαι	sprout in winter
καχρύδια	husks of
καχόμιλος	keeping bad company
καψάριος	capsarius
καψικός	like a box
καὶ	@
καὶ1	@
καὶ3	@
καῖρος2	row of thrums
καῦσος1	@
κεάνωνος	corn-thistle, Carduusarvensis
κεγχρίδιον	grain of seed like millet
κεγχρίτης2	@
κεγχρώματα	things of the size of millet-grains
κεδματώδης	like
κεδνοσύνη	trustiness, goodness
κεδρελάτη	Syrian cedar, Juniperus excelsa
κεδροπαγής	made of cedar-wood
κειμηλιάρχης	treasurer
κειμηλιάρχιον	treasury
κειμηλιοφυλάκιον	treasury
κειμηλιόω	treasure up
κειριάτης	taeniosus
κειριόω	swathe
κεκακουργημένως	maliciously
κεκηρυγμένως	notoriously
κεκλασμένως	effeminately
κεκμηκότως	wearily
κεκορεσμένως	to satiety
κεκροτημένως	elaborately
κελάρυξις	rushing sound
κελαινόλωτα	with dark skin
κελαινόομαι	grow black or dark
κελεβρά	oaken beam
κελευσματικῶς	by way of command
κελευστέον	one must order
κελεύθειος	belonging to the road
κελεύστωρ	one who commands
κελλάριον	cupboard
κελλάριος	cellarman
κελλίβας	portable table
κελλαρικά	wine delivered to
κελλαρικόν	store-chamber
κελλικάριος	cellarman, butler
κελτίβηρες	tribes of mixed Celtic and Iberian descent
κελτολίγυες	tribes of mixed Celtic and Ligurian descent
κελτοσκύθαι	tribes of mixed Celtic and Scythian descent
κελυφοκομῖον	lepers' hospital, BMus.Cat.Coptic MSS.
κελώριον	shout
κεμάδειον	venison
κεμέλει	measure of length
κενεαγγίη	lowering or evacuant treatment
κενεαγγητέον	one must fast
κενεγκράνιος	brainless
κενεοφροσύνη	empty-mindedness
κενοπονέω	toil in vain
κενοφωνέω	speakidly
κενταύρειον	centaury, Centaurea salonitana
κεντηνάριον	weight of
κεντηνάριος	centenarius, official drawing salary of
κεντηναρία	office of such a value
κεντητής	mosaic-worker
κεντορίων	centurio
κεντριάδαι	priests
κεντρικός	of or belonging to a cardinal point
κεντρισμός	stimulatio
κεντριστέον	one must stimulate
κεντροβαρικά	on the centre of gravity: problems relating to this subject
κεντροδήλητος	torturing with goads
κεντροθεσία	arrangement of heavenly bodies on cardinal points
κεντροποιός	making goads
κεντρωνάριον	case for
κεντρωνορράφος	centonarius
κεντρώδης	pointed, prickly
κενωτέον	one must purge
κενόλογος	talking emptily, prating
κενόπρησις	flatulence
κενόσαρκος	destitute of flesh, meagre
κενώσιμος	purgative
κεράμβηλον	scarecrow
κεράμβυξ	longicorn beetle, cerambyx
κεράμωσις	roofing with tiles
κεράς2	@
κεράστης1	horned
κεράσχειλος	with curvedlips
κεράτισις	butting with horns
κεράω2	@
κερέινος	horned
κεραίς	@
κεραίς1	@
κεραίτης	cornicularius
κεραιοφόρος	furnished with projecting spears
κεραιοῦχος	upholding the right
κεραμεών	large wine-jar
κεραμιδοπλάστης	tile-maker
κεραμοπλάστης	potter
κεραμοποιός	potter
κεραμοτήξ	potter
κεραμύλλιον	jar
κεραννυτέον	one must mix
κεραστής2	one that mixes
κεραστικῶς	for mixing
κερατάρχης	commander of a body of thirty-two elephants
κερατισμός	loss on exchange of solidi for
κερατογλύφος	working in horn
κερατοφάγος	eating horn
κερατοφυέω	grow horns
κερατόπους	hornfooted, hoofed
κεραυνίας	thunder-stricken
κεραυνοκλόνος	causing the din of the thunderbolt
κεραυνομάχης	fighting with thunder
κεραυνοπλήξ	thundersmitten
κεραυνοποιός	causing thunderbolts
κεραυνοσκοπεῖον	machine for making thunder
κεραυνόβλητος	struck by lightning
κεραυνόπλους	armed with the thunderbolt
κεραώδης	horned
κεραώψ	horned looking
κερβεροκίνδυνος	full of Cerberus-dangers
κερδία	greed of gain
κερδίξω	gain
κερδαντέος	to be used profitably
κερδητικός	greedy of gain
κερκήδης	querquedula
κερκίων	an Indian talking bird
κερκιδιαῖον	wedge-shaped block
κερκουρίτης	sailor belonging to a
κερκωπία	trickiness
κερκῖτις	olive
κερτομικός	jeering
κερτύλλιον	basket
κερχνωτός	roughened
κερχώδης	horn-blower
κερύχρη	cake
κερῶνυξ	with horn hoofs
κεστιανὰ	apple
κεστρεύω	to be starving
κεστροσφενδόνη	engine which discharges
κεστροφόρος	one who carries
κεστροφύλαξ	officer in charge of
κεστρωτός	with the point hardened in the fire
κεφάλωμα	sum total
κεφαλήγονος	springing from the head
κεφαλίζω	behead
κεφαλίνη	root of the tongue
κεφαλίτης	corner
κεφαλαία	inveterate headache
κεφαλαίωσις	comprehension of several notions in a general term
κεφαλαιωτής	capitularius, secretary and treasurer of a group of landowners or artisans, acting as recruiting officer, taxcollector
κεφαλαιωτία	function of
κεφαλιτοπαραμήκης	oblong corner
κεφαλοποιητικός	headmaking
κεφαλουργός	foreman of works, LW
κεφαλόβρωτος	eaten away at the top
κεφαλόδεσμος	head-band
κεφαλόθλαστος	bruised in the head
κεφαλόκλαστα	injuries to the head
κεφαλόπους	trotters
κεφαλών	fan-palm, Chamaerops humilis
κεχηνότως	openmouthed
κεχηνώδης	forming a hiatus
κεχρημένος	needy
κεχωρισμένως	separately
κεῖλος	donkey
κηδέστρια	female attendant, keeper
κηδεακός	undertaker
κηδεμονεύω	to be a guardian
