TargetWord	Language	LexClient	LemmaWord	lsj (Liddell, Scott, Jones)
Φλυῆσιν	greek	yes	φλύος	idle talk, foolery
Φλωρεντία	greek	no	Φλωρεντία	no
Φοίνισσα	greek	yes	Φοῖνιξ	Phoenician
Φοίνισσα	greek	yes	φοῖνιξ	Phoenician
Φοίνισσα	greek	no	φοινίζω	no
Φοινικήϊος	greek	no	Φοινικήϊος	no
Φοινικήϊος	greek	yes	φοινικήιος	of the datepalm
Φοινικιάς ἄνεμος	greek	yes	ἄνεμος	wind
Φοινικοῦς	greek	no	Φοινικοῦς	no
Φοινικοῦς	greek	yes	φοινίκεος	purple-red, crimson
Φοινικόστολος	greek	no	Φοινικόστολος	no
Φοινικόστολος	greek	no	φοινικόστολος	no
Φολέγανδρος	greek	no	Φολέγανδρος	no
Φολόη	greek	no	Φολόη	no
Φορμίσιος	greek	no	Φορμίσιος	no
Φορμίων	greek	no	Φορμίων	no
Φορμίων	greek	yes	φορμίον	mat
Φούριος	greek	no	Φούριος	no
Φοῖνιξ1	greek	yes	Φοῖνιξ	Phoenician
Φοῖνιξ1	greek	yes	φοῖνιξ	Phoenician
Φράατα	greek	no	Φράατα	no
Φράδμων	greek	no	Φράδμων	no
Φράδμων	greek	no	φράδμων	no
Φράσιος	greek	no	Φράσιος	no
Φράσιος	greek	yes	φράσις	speech
Φρέγελλα	greek	no	Φρέγελλα	no
Φρίξα	greek	no	Φρίξη	no
Φρίξα	greek	no	φρίζω	no
Φρίξος	greek	no	Φρίξος	no
Φραάτης	greek	no	Φράατα	no
Φρασικλείδης	greek	no	Φρασικλείδης	no
Φραταγούνη	greek	no	Φραταγούνη	no
Φραόρτης	greek	no	Φραόρτης	no
Φρεάρριος	greek	no	Φρεάρριος	no
Φρεαττοῖ	greek	no	Φρεαττώ	no
Φρεαττύς	greek	no	Φρεαττύς	no
Φρεγελλανός	greek	no	Φρεγελλανός	no
Φρεγῆνα	greek	no	Φρεγήνα	no
Φρονίμη	greek	no	Φρονίμη	no
Φροντίς1	greek	yes	φροντίς	thought, care, attention
Φροντίς2	greek	yes	φροντίς	thought, care, attention
Φρούρης	greek	yes	φρουρέω	keep watch or guard
Φρυγία2	greek	yes	φρυγία	female roaster
Φρυγία2	greek	yes	Φρύγιος	dry
Φρυγία2	greek	yes	φρύγιος	dry
Φρυγίας	greek	yes	φρυγία	female roaster
Φρυγίας	greek	yes	Φρύγιος	dry
Φρυγίας	greek	yes	φρύγιος	dry
Φρυνίων	greek	no	φρύνιον	no
Φρυνώνδας	greek	no	Φρυνώνδης	no
Φρόνιος	greek	no	Φρόνιος	no
Φρόνιος	greek	yes	φρόνις	prudence, wisdom
Φρόντων	greek	no	Φρόντων	no
Φρύνιχος	greek	no	Φρύνιχος	no
Φρύνων	greek	no	Φρύνων	no
Φρύνων	greek	no	φρῦνος	no
Φρύξ2	greek	yes	Φρύξ	a Phrygian
Φρῦνις	greek	no	πηρψνις	no
Φυλάκη	greek	no	Φυλάκη	no
Φυλεύς	greek	no	Φυλεύς	no
Φυλλήϊον ὄρος	greek	yes	ὄρος	mountain, hill
Φυλλίδας	greek	yes	Φυλλίς	salad
Φυλλίδας	greek	yes	φυλλίς	salad
Φυλομάχη	greek	no	Φυλομάχη	no
Φυλομέδουσα	greek	no	Φυλομέδουσα	no
Φυλώ	greek	no	Φυλώ	no
Φυρόμαχος	greek	no	Φυρόμαχος	no
Φυτία	greek	no	Φυτίη	no
Φωκαΐς	greek	yes	Φώκαια	Phocaea
Φωκαεύς	greek	yes	Φώκαια	Phocaea
Φωκαεύς	greek	no	Φωκαιεύς	no
Φωκαιεύς	greek	no	Φωκαιεύς	no
Φωκαϊκός	greek	no	φωκαικός	no
Φωκικός	greek	no	Φωκικός	no
Φωκικός	greek	no	φωκικός	no
Φωκυλίδης	greek	no	Φωκυλίδης	no
Φωκᾶς	greek	yes	Φωκεύς	Phocian
Φωκᾶς	greek	yes	φωκεύς	Phocian
Φωκῆες	greek	yes	Φωκεύς	Phocian
Φωκῆες	greek	yes	φωκεύς	Phocian
Φόλος	greek	no	Φόλος	no
Φόρκυν	greek	no	Φόρκυς	no
Φόρκυνος λιμήν	greek	no	Φόρκυς	no
Φόρκυνος λιμήν	greek	yes	λιμήν	harbour
Φόρκυς	greek	no	Φόρκυς	no
Φόρμος	greek	no	Φόρμος	no
Φύη	greek	no	Φύη	no
Φύη	greek	no	φύος	no
Φύη	greek	yes	φύω	bring forth, produce, put forth
Φύκιον	greek	no	φύκιον	no
Φύκιον	greek	yes	φύκιος	god of sea-wrack
Φύλακες	greek	yes	φύλαξ	watcher, guard, sentinel
Φύλακος	greek	no	Φύλακος	no
Φύλακος	greek	yes	φύλαξ	watcher, guard, sentinel
Φύλακος	greek	no	φυλακός	no
Φύλας	greek	no	Φύλας	no
Φύλας	greek	no	Φύλης	no
Φύρκον τεῖχος	greek	no	πηρψξυς	no
Φύρκον τεῖχος	greek	yes	τεῖχος	wall
Φύσκα	greek	no	Φύσκα	no
Φύσκα	greek	yes	φύσκη	the large intestine
Φύσκος1	greek	yes	Φύσκος	botellus
Φύσκος1	greek	yes	φύσκος	botellus
Φύσκος2	greek	yes	Φύσκος	botellus
Φύσκος2	greek	yes	φύσκος	botellus
Φύταλος	greek	no	Φύταλος	no
Φώκιος	greek	no	Φώκιος	no
Φώρων λιμήν	greek	yes	φῶρος	detecter, discoverer
Φώρων λιμήν	greek	yes	λιμήν	harbour
Φώρων λιμήν	greek	yes	φωράω	search after a thief or theft, search a house to discover stolen goods
Φώτιος	greek	no	Φώτιος	no
Φᾶνος	greek	no	Φᾶνος	no
Φᾶρις	greek	no	Φᾶρις	no
Φᾶσις2	greek	yes	Φᾶσις	the river Phasis
Φῆρες	greek	yes	Φήρ	the Centaurs
Φῆρες	greek	yes	φήρ	the Centaurs
Φῶκος	greek	no	Φῶκος	no
Φῶκος	greek	no	φῶκος	no
Χάα	greek	yes	χάος	chaos
Χάα	greek	no	χάω	no
Χάλκη	greek	no	Χάλκη	no
Χάλκων	greek	no	Χάλκων	no
Χάλκων	greek	yes	χαλκός	copper
Χάλκων	greek	yes	χαλκόω	turn to bronze
Χάλος	greek	no	Χάλος	no
Χάονες	greek	no	Χάων	no
Χάραξος	greek	no	Χάραξος	no
Χάρης	greek	no	Χάρης	no
Χάρης	greek	yes	χαίρω	rejoice, be glad
Χάριλλος	greek	no	Χάριλλος	no
Χάριππος	greek	no	Χάριππος	no
Χάρμις	greek	no	Χάρμις	no
Χάρμος	greek	no	Χάρμος	no
Χάροπος	greek	no	Χάροπος	no
Χάροπος	greek	yes	Χάροψ	bright-eyed
Χέμμις	greek	no	Χέμμις	no
Χέοψ	greek	no	Χέοψ	no
Χέρασμις	greek	no	Χέρασμις	no
Χέρσις	greek	no	Χέρσις	no
Χίλεος	greek	no	Χίλευς	no
Χίλων	greek	no	Χίλων	no
Χίλων	greek	no	χιλος	no
Χίλων	greek	no	χιλόω	no
Χίονις	greek	no	Χίονις	no
Χίονις	greek	no	Χιόνις	no
Χίων	greek	yes	Χίος	Chios
Χίων	greek	no	Χίων	no
Χίων	greek	yes	χῖον	a Chian wine-jar
Χίων	greek	yes	Χῖος	of or from Chios
Χίων	greek	no	χάω	no
Χίων	greek	yes	χιόω	mark with a
Χαίρων	greek	no	Χαίρων	no
Χαίρων	greek	yes	χαίρω	rejoice, be glad
Χαιρέας	greek	no	Χαιρέης	no
Χαιρέδημος	greek	no	Χαιρέδημος	no
Χαιρήμων	greek	no	Χαιρήμων	no
Χαιρεκράτης	greek	no	Χαιρεκράτης	no
Χαιρεφῶν	greek	no	Χαιρεφῶν	no
Χαιρητάδης	greek	no	Χαιρητάδης	no
Χαιρωνίς	greek	no	Χαιρωνίς	no
Χαιρωνεύς	greek	no	Χαιρωνεύς	no
Χαιρωνικός	greek	no	Χαιρωνικός	no
Χαιρώνεια	greek	no	Χαιρωνεία	no
Χαλάστρα	greek	no	Χαλάστρα	no
Χαλέστρη	greek	no	Χαλέστρη	no
Χαλαίστρα	greek	no	Χαλαίστρα	no
Χαλδαϊκός	greek	no	Χαλδαικός	no
Χαλεστραῖος	greek	no	χαλεστραῖος	no
Χαλκηδόνιος	greek	no	Χαλκηδόνιος	no
Χαλκιδιακός	greek	no	χαλκιδιακός	no
Χαλκιδική	greek	yes	Χαλκιδικός	of or from Chalcis
Χαλκιδική	greek	yes	χαλκιδικός	of or from Chalcis
Χαλκιόπη	greek	no	Χαλκιόπη	no
Χαλκωδοντιάδης	greek	no	Χαλκωδοντιάδης	no
Χαλκωδόνιον ὄρος	greek	yes	ὄρος	mountain, hill
Χαρίας	greek	no	Χαρίης	no
Χαρίδημος	greek	no	Χαρίδημος	no
Χαρίλα	greek	no	Χαρίλης	no
Χαρίλαος	greek	no	Χαρίλαος	no
Χαρίλας	greek	no	Χαρίλευς	no
Χαρίλας	greek	no	Χαρίλης	no
Χαρίλεως	greek	no	Χαρίλευς	no
Χαρίξενος	greek	no	Χαρίξενος	no
Χαρίτων	greek	yes	Χάρις	grace
Χαρίτων	greek	yes	χάρις	grace
Χαρίτων	greek	yes	χάριτος	acceptable
Χαρίτων	greek	yes	χαριτόω	show grace to
Χαρίτων λόφος	greek	yes	Χάρις	grace
Χαρίτων λόφος	greek	yes	χάρις	grace
Χαρίτων λόφος	greek	yes	λόφος	back of the neck
Χαρίτων λόφος	greek	yes	χάριτος	acceptable
Χαρίτων λόφος	greek	yes	χαριτόω	show grace to
Χαρακηνός	greek	no	Χαρακηνός	no
Χαρικλείδης	greek	no	Χαρικλείδης	no
Χαρικλώ	greek	no	Χαρικλώ	no
Χαρικλῆς	greek	no	Χαρικλής	no
Χαρικλῆς	greek	no	ξηαριξλες	no
Χαρινάδης	greek	no	Χαρινάδης	no
Χαριτιμίδης	greek	no	Χαριτιμίδης	no
Χαρμάνδη	greek	no	Χαρμάνδη	no
Χαρμίδας	greek	no	Χαρμίδης	no
Χαρμίδης	greek	no	Χαρμίδης	no
Χαρμαντίδης	greek	no	Χαρμαντίδης	no
Χαρμῖνος	greek	no	Χαρμῖνος	no
Χαροιάδης	greek	no	Χαροιάδης	no
Χαροπῶς	greek	yes	χαροπός	fierce
Χαρώνδας	greek	no	Χαρώνδης	no
Χαῖρις	greek	no	Χαίρις	no
Χείλων	greek	no	χειλόω	no
Χειμέριον	greek	no	Χειμέριον	no
Χειμέριον	greek	yes	χειμέριος	wintry, stormy
Χειρίσοφος	greek	no	Χειρίσοφος	no
Χελιδονία ἄκρα	greek	yes	χελιδονία	swallow's nest
Χελιδονία ἄκρα	greek	yes	χελιδονίας	tunny-fish
Χελιδονία ἄκρα	greek	yes	ἄκρα	highest or farthest point
Χελιδονία ἄκρα	greek	yes	ἄκρον	highest or farthest point
Χελιδονία ἄκρα	greek	yes	χελιδόνιος	of the swallow
Χελιδονία ἄκρα	greek	yes	ἄκρος	at the farthest point or end
Χελιδόνεαι νῆσοι	greek	yes	νῆσος	island
Χελιδόνιαι νῆσοι	greek	no	Χελιδόνιαι	no
Χελιδόνιαι νῆσοι	greek	yes	χελιδονία	swallow's nest
Χελιδόνιαι νῆσοι	greek	yes	νῆσος	island
Χελιδόνιαι νῆσοι	greek	yes	χελιδόνιος	of the swallow
Χελωνοφάγοι	greek	yes	χελωνοφάγος	eating tortoises
Χερρονήσιος	greek	yes	χερσονήσιος	peninsular
Χερρονησίτης	greek	yes	χερσονησίτης	dweller in the Thracian Chersonese
Χερσίας	greek	no	Χερσίης	no
Χερσιδάμας	greek	no	Χερσιδάμας	no
Χηνεύς	greek	no	Χηνεύς	no
Χιμάρα	greek	no	χιμάρα	no
Χιομάρα	greek	no	Χιομάρα	no
Χιτώνη	greek	no	Χιτώνη	no
Χιτώνη	greek	no	χιτώνη	no
Χιωνίδης	greek	no	Χιωνίδης	no
Χιόνη	greek	no	Χιόνη	no
Χλῶρις	greek	no	Χλῶρις	no
Χοάσπης	greek	no	Χοάσπης	no
Χοιράδες	greek	yes	Χοιράς	like a hog or a hog's back
Χοιράδες	greek	yes	χοιράς	like a hog or a hog's back
Χοιρέαι	greek	yes	χοίρειος	of a swine
Χοιρίλος	greek	no	Χοιρίλος	no
Χολαργεῖς	greek	yes	Χολαργεύς	a member of the
Χολαργεῖς	greek	yes	χολαργεύς	a member of the
Χοῦσαι	greek	no	Χούσης	no
Χοῦσαι	greek	no	χάω	no
Χοῦσαι	greek	yes	χόω	throw or heap up
Χρέμης	greek	no	Χρέμης	no
Χρέμης	greek	no	χρέμης	no
Χρέμων	greek	no	Χρέμων	no
Χρήμων	greek	no	Χρήμων	no
Χριστόδωρος	greek	no	Χριστόδωρος	no
Χρυσάντας	greek	no	Χρυσάντας	no
Χρυσάωρ	greek	no	Χρυσάωρ	no
Χρυσάωρ	greek	no	χρυσάωρ	no
Χρυσεόμαλλος	greek	no	χρυσεόμαλλος	no
Χρυσεύς	greek	no	Χρυσεύς	no
Χρυσηΐς	greek	no	Χρυσηίς	no
Χρυσόθεμις	greek	no	Χρυσόθεμις	no
Χρυσώ	greek	yes	Χρυσός	gold
Χρυσώ	greek	yes	χρυσός	gold
Χρόμιος	greek	no	Χρόμιος	no
Χρόμων	greek	no	Χρόμων	no
Χρόνιον	greek	yes	Χρόνιος	after a long time, late
Χρόνιον	greek	yes	χρόνιος	after a long time, late
Χρύσερμος	greek	no	Χρύσερμος	no
Χρύση	greek	no	Χρύση	no
Χρύση	greek	no	Χρύσης	no
Χρύση1	greek	no	Χρύση	no
Χρύση1	greek	no	Χρύσης	no
Χρύσης	greek	no	Χρύση	no
Χρύσης	greek	no	Χρύσης	no
Χρύσιλλα	greek	no	Χρύσιλλα	no
Χρύσιππος	greek	no	Χρύσιππος	no
Χρύσιππος	greek	no	Χρυσίππος	no
Χύτρον	greek	yes	Χύτρος	deep holes
Χύτρον	greek	yes	χύτρος	deep holes
Χῶνες	greek	no	Χών	no
Ψάμμις	greek	no	Ψάμμις	no
Ψάμμων	greek	yes	ψάμμος	sand
Ψαμάθη	greek	no	Ψαμάθη	no
Ψαμμήνιτος	greek	no	Ψαμμήνιτος	no
Ψαμμήτιχος	greek	no	Ψαμμήτιχος	no
Ψιχίων	greek	yes	ψιχίον	crumb, Ev. Matt.
Ψυρίη νῆσος	greek	no	Ψυρίη	no
Ψυρίη νῆσος	greek	no	ψυρίη	no
Ψυρίη νῆσος	greek	yes	νῆσος	island
Ψυττάλεια	greek	no	Ψυτταλεία	no
Ψωφίδιος	greek	no	Ψωφίδιος	no
Ψύλλοι	greek	no	Ψύλλοι	no
Ψύλλοι	greek	yes	ψύλλος	flea
αἰέλουρος	greek	yes	αἴλουρος	cat, Felis domesticus
αἰέλουρος	greek	no	αἰέλουρος	no
αἰέν	greek	yes	ἀεί	ever, always
αἰανής2	greek	yes	αἰανής	eternal
αἰανῶς	greek	yes	αἰανής	eternal
αἰαῖ	greek	no	αἰαῖ	no
αἰγέα	greek	yes	αἴγεος	a goat's skin
αἰγίνη	greek	no	αἰγίνη	no
αἰγίνομος	greek	no	αἰγίνομος	no
αἰγίοθος	greek	no	αἰγίοθος	no
αἰγίπους	greek	yes	αἰγιπόδης	goat-footed
αἰγίπυρον	greek	yes	αἰγίπυρος	rest-harrow, Ononis antiquorum
αἰγειρίτης μύκης	greek	no	μύκη	no
αἰγειρίτης μύκης	greek	yes	μύκης	mushroom
αἰγιάς	greek	no	αἰγιάς	no
αἰγιαλίτης	greek	no	αἰγιαλίτης	no
αἰγιαλῖτις	greek	no	αἰγιαλίτης	no
αἰγιαλῖτις	greek	no	αἰγιαλῖτις	no
αἰγικόν	greek	no	αἰγικόν	no
αἰγικόν	greek	no	αἰγικός	no
αἰγιλώπιον	greek	no	αἰγιλώπιον	no
αἰγλάεις	greek	yes	αἰγλήεις	dazzling, radiant
αἰγλάεις	greek	yes	αἰγλάζω	to beam brightly
αἰγλᾶς	greek	yes	αἰγλάζω	to beam brightly
αἰγονόμος	greek	no	αἰγονόμος	no
αἰγοπόδης	greek	yes	αἰγιπόδης	goat-footed
αἰγοπόδης	greek	no	αἰγοπόδης	no
αἰγόκερως	greek	no	αἰγόκερως	no
αἰγόνυξ	greek	no	αἰγόνυξ	no
αἰδέσιμος	greek	no	αἰδέσιμος	no
αἰδήσιμος	greek	no	αἰδήσιμος	no
αἰδεσίμως	greek	no	αἰδέσιμος	no
αἰδημόνως	greek	yes	αἰδήμων	bashful, modest
αἰδοίως	greek	yes	αἰδοῖος	having a claim to regard, reverence
αἰδοιϊκός	greek	yes	αἰδοιικός	of or belonging to the
αἰδουμένως	greek	yes	αἰδέομαι	to be ashamed
αἰεί	greek	yes	ἀεί	ever, always
αἰείμνηστος	greek	yes	ἀείμνηστος	had in everlasting remembrance
αἰειγενέτης	greek	yes	ἀειγενέτης	everlasting
αἰειγενέτης	greek	no	αἰειγενέτης	no
αἰειγενής	greek	no	αἰειγενής	no
αἰετός	greek	yes	ἀετός	eagle
αἰζήεις	greek	no	αἰζήεις	no
αἰζήϊος	greek	no	αἰζήιος	no
αἰζήϊος	greek	yes	αἰζηός	in full bodily strength, vigorous
αἰηνής	greek	yes	αἰανής	eternal
αἰητός	greek	yes	ἀετός	eagle
αἰθήεις	greek	no	αἰθήεις	no
αἰθαλίων	greek	no	αἰθαλίων	no
αἰθεριώδης	greek	no	αἰθεριώδης	no
αἰθεροειδής	greek	no	αἰθεροειδής	no
αἰθερολογέω	greek	no	αἰθερολογέω	no
αἰθερόπλαγκτος	greek	no	αἰθερόπλαγκτος	no
αἰθρήεις	greek	no	αἰθρήεις	no
αἰθρηγενέτης	greek	yes	αἰθρηγενής	borninclear sky
αἰκέλιος	greek	yes	ἀεικής	unseemly, shameful
αἰκέλιος	greek	no	αἰκέλιος	no
αἰκής	greek	no	ἀικής	no
αἰνέτης	greek	yes	αἰνετός	praiseworthy
αἰνίζομαι	greek	no	αἰνίζομαι	no
αἰνίζομαι	greek	no	αἰνίζω	no
αἰνητός	greek	no	αἰνητός	no
αἰνιγματίας	greek	no	αἰνιγματίας	no
αἰνιγματωδῶς	greek	yes	αἰνιγματώδης	riddling, dark
αἰνικτής	greek	no	αἰνικτής	no
αἰνικτηρίως	greek	yes	αἰνικτήριος	in riddles
αἰνολεχής	greek	no	αἰνολεχής	no
αἰνόθεν αἰνῶς	greek	yes	αἰνόθεν	horror of horrors
αἰνόθεν αἰνῶς	greek	yes	αἰνός	dread, horrible
αἰνόθρυπτος	greek	no	αἰνόθρυπτος	no
αἰνόποτμος	greek	no	αἰνόποτμος	no
αἰολέω	greek	no	αἰολέω	no
αἰολίζω2	greek	yes	αἰολίζω	trick out with false words
αἰολομήτης	greek	yes	αἰολόμητις	full of various wiles
αἰολομήτης	greek	no	αἰολομήτης	no
αἰπόλος	greek	no	αἰπόλος	no
αἰσίως	greek	yes	αἴσιος	auspicious, opportune
αἰσθησία	greek	no	αἰσθησίη	no
αἰσθητικῶς	greek	yes	αἰσθητικός	of or for sense-perception, sensitive, perceptive
